일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2020/01/29","59100","300","0.51","59100","59700","58800","16446102","975344481100","352814148705000","5969782550"
"2020/01/28","58800","-2000","-3.29","59400","59400","58300","23664541","1394361672900","351023213940000","5969782550"
"2020/01/23","60800","-1500","-2.41","61800","61800","60700","14916555","912319470070","362962779040000","5969782550"
"2020/01/22","62300","900","1.47","60500","62600","60400","15339565","943882357729","371917452865000","5969782550"
"2020/01/21","61400","-1000","-1.60","62000","62400","61200","11142693","686991404500","366544648570000","5969782550"
"2020/01/20","62400","1100","1.79","62000","62800","61700","12528855","781048125700","372514431120000","5969782550"
"2020/01/17","61300","600","0.99","61900","62000","61000","16025661","984566747211","365947670315000","5969782550"
"2020/01/16","60700","1700","2.88","59100","60700","59000","14381774","862500254132","362365800785000","5969782550"
"2020/01/15","59000","-1000","-1.67","59500","59600","58900","14300928","846497803148","352217170450000","5969782550"
"2020/01/14","60000","0","0.00","60400","61000","59900","16906295","1021497902472","358186953000000","5969782550"
"2020/01/13","60000","500","0.84","59600","60000","59100","11359139","677775904500","358186953000000","5969782550"
"2020/01/10","59500","900","1.54","58800","59700","58300","16000170","945370595609","355202061725000","5969782550"
"2020/01/09","58600","1800","3.17","58400","58600","57400","24102579","1402996580240","349829257430000","5969782550"
"2020/01/08","56800","1000","1.79","56200","57400","55900","23501171","1330939275000","339083648840000","5969782550"
"2020/01/07","55800","300","0.54","55700","56400","55600","10009778","560226659600","333113866290000","5969782550"
"2020/01/06","55500","0","0.00","54900","55600","54600","10278951","567461518576","331322931525000","5969782550"
"2020/01/03","55500","300","0.54","56000","56600","54900","15422255","860206709400","331322931525000","5969782550"
"2020/01/02","55200","-600","-1.08","55500","56000","55000","12993228","719663194492","329531996760000","5969782550"
"2019/12/30","55800","-700","-1.24","56200","56600","55700","8356767","467929804000","333113866290000","5969782550"
"2019/12/27","56500","1100","1.99","55700","56900","55500","12313056","692415134500","337292714075000","5969782550"
"2019/12/26","55400","400","0.73","54700","55400","54400","9645034","530104740900","330725953270000","5969782550"
"2019/12/24","55000","-500","-0.90","55600","55700","54800","11868463","655144129100","328338040250000","5969782550"
"2019/12/23","55500","-500","-0.89","56100","56400","55100","9839252","546622686828","331322931525000","5969782550"
"2019/12/20","56000","0","0.00","56100","56500","55600","12095519","677520520600","334307822800000","5969782550"
"2019/12/19","56000","-300","-0.53","57000","57300","55500","14180520","799290537431","334307822800000","5969782550"
"2019/12/18","56300","-400","-0.71","56700","57200","56000","15558208","878485590900","336098757565000","5969782550"
"2019/12/17","56700","2000","3.66","55800","56700","55400","19358433","1087303287900","338486670585000","5969782550"
"2019/12/16","54700","0","0.00","54500","54900","54300","11512405","630059638501","326547105485000","5969782550"
"2019/12/13","54700","1400","2.63","54500","54800","53900","18120261","987028214950","326547105485000","5969782550"
"2019/12/12","53300","1400","2.70","53000","53300","52700","29178697","1551714040400","318189409915000","5969782550"
"2019/12/11","51900","400","0.78","51500","52200","51400","11379521","589979802358","309831714345000","5969782550"
"2019/12/10","51500","300","0.59","51000","51600","50700","6882771","352659899000","307443801325000","5969782550"
"2019/12/09","51200","800","1.59","50900","51400","50700","8470627","432759572820","305652866560000","5969782550"
"2019/12/06","50400","900","1.82","50100","50900","49950","11414563","575969563191","300877040520000","5969782550"
"2019/12/05","49500","50","0.10","50200","50400","49500","10449715","520066824288","295504236225000","5969782550"
"2019/12/04","49450","-450","-0.90","49600","49850","49000","13246549","654934907032","295205747097500","5969782550"
"2019/12/03","49900","-500","-0.99","49800","50300","49500","12059812","602054578125","297892149245000","5969782550"
"2019/12/02","50400","100","0.20","50900","51300","50400","18877252","944328229958","300877040520000","5969782550"
"2019/11/29","50300","-1000","-1.95","51200","51400","50200","11179334","564595695520","300280062265000","5969782550"
"2019/11/28","51300","-900","-1.72","51900","52100","51300","6833885","353450137280","306249844815000","5969782550"
"2019/11/27","52200","400","0.77","51800","52300","51600","7546261","392691809100","311622649110000","5969782550"
"2019/11/26","51800","0","0.00","51900","52900","51800","27372226","1424278443400","309234736090000","5969782550"
"2019/11/25","51800","200","0.39","52200","52600","51700","9050625","472175585364","309234736090000","5969782550"
"2019/11/22","51600","600","1.18","51000","51600","50900","8478310","435737139400","308040779580000","5969782550"
"2019/11/21","51000","-1000","-1.92","51600","52100","50600","14298646","729351449095","304458910050000","5969782550"
"2019/11/20","52000","-1500","-2.80","53400","53400","52000","12560070","659160082100","310428692600000","5969782550"
"2019/11/19","53500","0","0.00","53200","53500","52700","8907177","473053167900","319383366425000","5969782550"
"2019/11/18","53500","-200","-0.37","53600","53800","53200","7746554","414198897643","319383366425000","5969782550"
"2019/11/15","53700","900","1.70","52900","53700","52600","9703360","518314735700","320577322935000","5969782550"
"2019/11/14","52800","300","0.57","51900","52800","51900","12010018","630539802800","315204518640000","5969782550"
"2019/11/13","52500","-100","-0.19","52500","52500","52000","6225196","325646010400","313413583875000","5969782550"
"2019/11/12","52600","1000","1.94","51800","52600","51600","6576148","342965962768","314010562130000","5969782550"
"2019/11/11","51600","-500","-0.96","52200","52200","51400","8185952","423836375400","308040779580000","5969782550"
"2019/11/08","52100","-800","-1.51","53200","53300","52000","11603290","610282480568","311025670855000","5969782550"
"2019/11/07","52900","-400","-0.75","53400","53400","52400","9257116","488509940000","315801496895000","5969782550"
"2019/11/06","53300","600","1.14","52900","53500","52700","14361133","762569938800","318189409915000","5969782550"
"2019/11/05","52700","400","0.76","52400","52700","52100","10581034","555449246731","314607540385000","5969782550"
"2019/11/04","52300","1100","2.15","51700","52300","51400","13012411","677400213024","312219627365000","5969782550"
"2019/11/01","51200","800","1.59","50600","51200","50400","8467846","422791080695","305652866560000","5969782550"
"2019/10/31","50400","0","0.00","51000","51400","50300","10304777","525166427240","300877040520000","5969782550"
"2019/10/30","50400","-700","-1.37","50700","50800","50200","8959435","452020459800","300877040520000","5969782550"
"2019/10/29","51100","-200","-0.39","51400","51700","50800","7581629","387754807400","305055888305000","5969782550"
"2019/10/28","51300","400","0.79","50700","51500","50700","6431522","329526364800","306249844815000","5969782550"
"2019/10/25","50900","200","0.39","50800","51200","50500","7879897","400781388215","303861931795000","5969782550"
"2019/10/24","50700","-500","-0.98","52500","52500","50500","21185785","1077416754960","302667975285000","5969782550"
"2019/10/23","51200","0","0.00","51300","51500","50800","8663880","443384578580","305652866560000","5969782550"
"2019/10/22","51200","900","1.79","50800","51500","50700","10898729","557128142700","305652866560000","5969782550"
"2019/10/21","50300","400","0.80","49900","50400","49800","4406531","220999176006","300280062265000","5969782550"
"2019/10/18","49900","-600","-1.19","50300","50900","49650","8483106","426947644700","297892149245000","5969782550"
"2019/10/17","50500","-200","-0.39","50500","50600","50100","6701380","337530648575","301474018775000","5969782550"
"2019/10/16","50700","600","1.20","50700","50900","50400","9136282","462745898500","302667975285000","5969782550"
"2019/10/15","50100","100","0.20","49900","50200","49900","6058105","303431646175","299086105755000","5969782550"
"2019/10/14","50000","850","1.73","50000","50300","49850","11130635","557617555504","298489127500000","5969782550"
"2019/10/11","49150","600","1.24","49000","49450","48800","7783275","382773784700","293414812332500","5969782550"
"2019/10/10","48550","-350","-0.72","48200","49200","48000","18639855","904488044211","289832942802500","5969782550"
"2019/10/08","48900","1150","2.41","47900","49000","47600","14239367","689495282584","291922366695000","5969782550"
"2019/10/07","47750","-250","-0.52","48350","48700","47650","7047273","338656459900","285057116762500","5969782550"
"2019/10/04","48000","400","0.84","47400","48650","47350","9331695","448302388700","286549562400000","5969782550"
"2019/10/02","47600","-1250","-2.56","48350","48400","47600","8382463","401924907550","284161649380000","5969782550"
"2019/10/01","48850","-200","-0.41","48900","49100","48650","6206035","303325772450","291623877567500","5969782550"
"2019/09/30","49050","650","1.34","48050","49250","47900","9497119","462639969057","292817834077500","5969782550"
"2019/09/27","48400","-800","-1.63","48000","48700","48000","8048041","389082071548","288937475420000","5969782550"
"2019/09/26","49200","300","0.61","49000","49250","48900","8494756","416997074010","293713301460000","5969782550"
"2019/09/25","48900","-600","-1.21","49200","49350","48800","9187141","450710752494","291922366695000","5969782550"
"2019/09/24","49500","200","0.41","49050","49650","48850","7871955","387800287488","295504236225000","5969782550"
"2019/09/23","49300","100","0.20","49250","49300","49000","7568553","372222879052","294310279715000","5969782550"
"2019/09/20","49200","50","0.10","49400","49600","49100","15460210","763186888796","293713301460000","5969782550"
"2019/09/19","49150","1450","3.04","48050","49200","47850","16461413","803291510354","293414812332500","5969782550"
"2019/09/18","47700","800","1.71","46900","47700","46800","10413027","494000382350","284758627635000","5969782550"
"2019/09/17","46900","-200","-0.42","47000","47100","46800","7006280","328706028343","279982801595000","5969782550"
"2019/09/16","47100","-50","-0.11","47000","47100","46400","15550926","728202586041","281176758105000","5969782550"
"2019/09/11","47150","150","0.32","47300","47400","46800","16141619","761316760839","281475247232500","5969782550"
"2019/09/10","47000","100","0.21","47100","47200","46550","9231792","433164412079","280579779850000","5969782550"
"2019/09/09","46900","600","1.30","46450","47000","46300","9434157","441487237614","279982801595000","5969782550"
"2019/09/06","46300","600","1.31","46500","46500","45850","9896562","457523733862","276400932065000","5969782550"
"2019/09/05","45700","1600","3.63","44800","46100","44450","18297430","832665319906","272819062535000","5969782550"
"2019/09/04","44100","850","1.97","43250","44100","43150","12441837","541987335135","263267410455000","5969782550"
"2019/09/03","43250","-550","-1.26","43550","43650","43100","9774941","423350120096","258193095287500","5969782550"
"2019/09/02","43800","-200","-0.45","44850","44850","43650","7185537","315990555191","261476475690000","5969782550"
"2019/08/30","44000","600","1.38","43750","44300","43750","9899073","436336508825","262670432200000","5969782550"
"2019/08/29","43400","-750","-1.70","44200","44200","43050","10768862","470572328400","259088562670000","5969782550"
"2019/08/28","44150","100","0.23","44100","44400","43750","5758333","254051709450","263565899582500","5969782550"
"2019/08/27","44050","450","1.03","43650","44200","43600","16883932","742426393550","262968921327500","5969782550"
"2019/08/26","43600","-350","-0.80","43050","43800","42950","7954949","344832138542","260282519180000","5969782550"
"2019/08/23","43950","-100","-0.23","43800","44200","43650","5017381","220739412887","262371943072500","5969782550"
"2019/08/22","44050","-450","-1.01","44500","44700","43850","8061177","355618836720","262968921327500","5969782550"
"2019/08/21","44500","50","0.11","44350","44800","44150","6571717","292348877350","265655323475000","5969782550"
"2019/08/20","44450","850","1.95","43950","44600","43550","8434205","372091601275","265356834347500","5969782550"
"2019/08/19","43600","-300","-0.68","44350","44350","43500","6014218","263401487628","260282519180000","5969782550"
"2019/08/16","43900","200","0.46","43800","43900","43300","9528115","416192236090","262073453945000","5969782550"
"2019/08/14","43700","700","1.63","43900","44250","43500","8750135","383427243850","260879497435000","5969782550"
"2019/08/13","43000","-700","-1.60","43500","43500","42950","7276979","314190574087","256700649650000","5969782550"
"2019/08/12","43700","550","1.27","44000","44000","43550","8466169","370531220719","260879497435000","5969782550"
"2019/08/09","43150","500","1.17","43250","43350","43050","9685147","418719202234","257596117032500","5969782550"
"2019/08/08","42650","-550","-1.27","43250","43500","42650","16926881","728073989762","254611225757500","5969782550"
"2019/08/07","43200","-300","-0.69","43600","43900","43100","10002533","434499731150","257894606160000","5969782550"
"2019/08/06","43500","-450","-1.02","42500","43800","42500","15083824","654804702700","259685540925000","5969782550"
"2019/08/05","43950","-1000","-2.22","44350","44600","43600","14214086","625945825644","262371943072500","5969782550"
"2019/08/02","44950","-250","-0.55","44550","45500","44300","12151374","544793370731","268341725622500","5969782550"
"2019/08/01","45200","-150","-0.33","44900","45500","44850","7811181","352893515167","269834171260000","5969782550"
"2019/07/31","45350","-1200","-2.58","46200","46600","45000","12872916","587387120481","270729638642500","5969782550"
"2019/07/30","46550","450","0.98","46300","46850","46300","5551014","258641150150","277893377702500","5969782550"
"2019/07/29","46100","-1050","-2.23","46800","47050","46000","6856846","317737125350","275206975555000","5969782550"
"2019/07/26","47150","-50","-0.11","46650","47150","46550","7873886","369298053350","281475247232500","5969782550"
"2019/07/25","47200","800","1.72","47150","47200","46600","8408838","395532731225","281773736360000","5969782550"
"2019/07/24","46400","-900","-1.90","47100","47150","46250","8756522","409321465430","276997910320000","5969782550"
"2019/07/23","47300","100","0.21","47350","47550","47050","9061381","429349238170","282370714615000","5969782550"
"2019/07/22","47200","400","0.85","46800","47300","46600","9009109","424205013600","281773736360000","5969782550"
"2019/07/19","46800","700","1.52","46650","46950","46600","8819393","412852787848","279385823340000","5969782550"
"2019/07/18","46100","50","0.11","46450","46450","45650","5143554","236877510134","275206975555000","5969782550"
"2019/07/17","46050","-800","-1.71","46150","46350","45950","5216602","240498161650","274908486427500","5969782550"
"2019/07/16","46850","400","0.86","46450","46850","46300","7407824","345958239250","279684312467500","5969782550"
"2019/07/15","46450","150","0.32","45950","46650","45750","4717226","218263191350","277296399447500","5969782550"
"2019/07/12","46300","100","0.22","46350","46400","45800","5245804","242358883168","276400932065000","5969782550"
"2019/07/11","46200","650","1.43","46350","46550","46150","10989751","509185216650","275803953810000","5969782550"
"2019/07/10","45550","450","1.00","45550","46150","45500","9253930","424302255500","271923595152500","5969782550"
"2019/07/09","45100","700","1.58","44850","45450","44700","7646421","344766406100","269237193005000","5969782550"
"2019/07/08","44400","-1250","-2.74","44750","44800","44350","7823843","348372973250","265058345220000","5969782550"
"2019/07/05","45650","-350","-0.76","45950","45950","45250","7235395","329446758350","272520573407500","5969782550"
"2019/07/04","46000","600","1.32","45250","46200","45250","6365573","291453618600","274609997300000","5969782550"
"2019/07/03","45400","-850","-1.84","45750","46350","45200","9669368","441064910450","271028127770000","5969782550"
"2019/07/02","46250","-350","-0.75","46200","46900","45850","8463073","393048199550","276102442937500","5969782550"
"2019/07/01","46600","-400","-0.85","47350","47400","46250","11383522","531568615560","278191866830000","5969782550"
"2019/06/28","47000","500","1.08","47000","47000","46700","12949231","607214695012","280579779850000","5969782550"
"2019/06/27","46500","800","1.75","46000","46600","45750","12603534","583888994023","277594888575000","5969782550"
"2019/06/26","45700","100","0.22","45800","46000","45600","9226097","422131883650","272819062535000","5969782550"
"2019/06/25","45600","100","0.22","45200","45800","45200","7076774","322055494450","272222084280000","5969782550"
"2019/06/24","45500","-200","-0.44","45200","45800","45200","6085066","276882466792","271625106025000","5969782550"
"2019/06/21","45700","200","0.44","45750","45800","45200","9454913","430710891468","272819062535000","5969782550"
"2019/06/20","45500","150","0.33","44850","45500","44850","7147785","323655518900","271625106025000","5969782550"
"2019/06/19","45350","1000","2.25","45450","45450","45000","10417690","471407748782","270729638642500","5969782550"
"2019/06/18","44350","450","1.03","43750","44500","43650","7994928","353712380200","264759856092500","5969782550"
"2019/06/17","43900","-100","-0.23","43750","44050","43400","11890424","521513724525","262073453945000","5969782550"
"2019/06/14","44000","250","0.57","43750","44150","43300","9322873","408762663250","262670432200000","5969782550"
"2019/06/13","43750","-850","-1.91","44200","44400","43400","16906541","740494046450","261177986562500","5969782550"
"2019/06/12","44600","-250","-0.56","44800","45050","44300","8607439","384320254600","266252301730000","5969782550"
"2019/06/11","44850","50","0.11","44800","45000","44550","6664872","298796054387","267744747367500","5969782550"
"2019/06/10","44800","600","1.36","44300","44850","44050","8792182","391890812549","267446258240000","5969782550"
"2019/06/07","44200","300","0.68","43600","44350","43450","11683682","513994258914","263864388710000","5969782550"
"2019/06/05","43900","450","1.04","44050","44200","43700","12464135","548114387962","262073453945000","5969782550"
"2019/06/04","43450","-350","-0.80","43400","43700","43000","9913497","429427885923","259387051797500","5969782550"
"2019/06/03","43800","1300","3.06","42950","43900","42500","15466580","673362393454","261476475690000","5969782550"
"2019/05/31","42500","-50","-0.12","42600","42800","42150","11365999","483166570320","253715758375000","5969782550"
"2019/05/30","42550","750","1.79","42200","42700","42150","11766018","499609785843","254014247502500","5969782550"
"2019/05/29","41800","-750","-1.76","41850","42100","41300","14930618","623333158995","249536910590000","5969782550"
"2019/05/28","42550","-100","-0.23","42550","42950","42150","24506881","1042865612000","254014247502500","5969782550"
"2019/05/27","42650","-50","-0.12","42500","43000","42350","8066669","344043547350","254611225757500","5969782550"
"2019/05/24","42700","-1150","-2.62","43800","43800","42400","13966305","599084523862","254909714885000","5969782550"
"2019/05/23","43850","350","0.80","43900","44000","43250","12259006","536198002640","261774964817500","5969782550"
"2019/05/22","43500","350","0.81","43700","43800","42400","11033339","477853598650","259685540925000","5969782550"
"2019/05/21","43150","1150","2.74","42600","43950","42350","18812133","815224371474","257596117032500","5969782550"
"2019/05/20","42000","800","1.94","41650","42100","41550","15752397","659809912200","250730867100000","5969782550"
"2019/05/17","41200","-350","-0.84","41950","42050","40850","13357951","554484416170","245955041060000","5969782550"
"2019/05/16","41550","-1000","-2.35","42350","42400","41350","13687828","572149879612","248044464952500","5969782550"
"2019/05/15","42550","-100","-0.23","42700","43050","42550","7670185","327973978000","254014247502500","5969782550"
"2019/05/14","42650","0","0.00","41300","43100","41300","11563730","491109676200","254611225757500","5969782550"
"2019/05/13","42650","-250","-0.58","42500","43200","42350","7635079","326874119000","254611225757500","5969782550"
"2019/05/10","42900","450","1.06","42600","43450","42450","14579512","624673461000","256103671395000","5969782550"
"2019/05/09","42450","-1800","-4.07","43900","44250","42450","23029718","993611649785","253417269247500","5969782550"
"2019/05/08","44250","-600","-1.34","44300","44850","44200","10398754","462086636050","264162877837500","5969782550"
"2019/05/07","44850","-450","-0.99","45250","45300","44400","12014907","538125202400","267744747367500","5969782550"
"2019/05/03","45300","-600","-1.31","45900","46050","45300","6562916","298782689050","270431149515000","5969782550"
"2019/05/02","45900","50","0.11","45500","46150","45400","8625126","395453520550","274013019045000","5969782550"
"2019/04/30","45850","-300","-0.65","46000","46300","45350","11121273","509855767200","273714529917500","5969782550"
"2019/04/29","46150","1300","2.90","45150","46150","45100","8777517","401124009550","275505464682500","5969782550"
"2019/04/26","44850","200","0.45","44200","45000","43800","9739982","434008341453","267744747367500","5969782550"
"2019/04/25","44650","-100","-0.22","44250","45000","44100","10868965","485378095190","266550790857500","5969782550"
"2019/04/24","44750","-450","-1.00","45400","45650","44150","13299267","594100467458","267147769112500","5969782550"
"2019/04/23","45200","-150","-0.33","45050","45500","45000","6920566","313179774125","269834171260000","5969782550"
"2019/04/22","45350","50","0.11","45400","45900","45100","6006957","273125405900","270729638642500","5969782550"
"2019/04/19","45300","-300","-0.66","45750","46000","45250","8479710","386062293847","270431149515000","5969782550"
"2019/04/18","45600","-1450","-3.08","47200","47250","45500","12808747","589351882300","272222084280000","5969782550"
"2019/04/17","47050","-200","-0.42","47300","47600","47000","5513658","260238026450","280878268977500","5969782550"
"2019/04/16","47250","200","0.43","47400","47400","46800","7730881","364272720183","282072225487500","5969782550"
"2019/04/15","47050","200","0.43","47150","47500","47000","8733019","412633207600","280878268977500","5969782550"
"2019/04/12","46850","600","1.30","46050","46900","46000","7668936","357084147550","279684312467500","5969782550"
"2019/04/11","46250","-450","-0.96","46700","46800","46150","13697399","634752144300","276102442937500","5969782550"
"2019/04/10","46700","50","0.11","46400","46700","46050","11883995","550967366221","278788845085000","5969782550"
"2019/04/09","46650","0","0.00","46700","46950","46200","6878761","320647245000","278490355957500","5969782550"
"2019/04/08","46650","-200","-0.43","47250","47250","46150","8507909","397148497800","278490355957500","5969782550"
"2019/04/05","46850","-100","-0.21","46950","47550","46600","8546339","401643883300","279684312467500","5969782550"
"2019/04/04","46950","350","0.75","46150","47100","46150","12650168","591478058953","280281290722500","5969782550"
"2019/04/03","46600","850","1.86","46750","46750","45800","12436570","576545187625","278191866830000","5969782550"
"2019/04/02","45750","700","1.55","45550","46100","45350","9480688","433628262650","273117551662500","5969782550"
"2019/04/01","45050","400","0.90","45200","45450","44850","7362129","332300460800","268938703877500","5969782550"
"2019/03/29","44650","-200","-0.45","44500","44900","44200","11491713","511623621750","266550790857500","5969782550"
"2019/03/28","44850","-500","-1.10","44950","45200","44300","6821306","306038310100","267744747367500","5969782550"
"2019/03/27","45350","100","0.22","44750","45600","44250","9568081","430843286900","270729638642500","5969782550"
"2019/03/26","45250","-250","-0.55","45500","45700","44900","9729811","440019808489","270132660387500","5969782550"
"2019/03/25","45500","-1050","-2.26","45300","45650","44800","8699728","394433133810","271625106025000","5969782550"
"2019/03/22","46550","700","1.53","46850","47000","46250","12535911","583256207100","277893377702500","5969782550"
"2019/03/21","45850","1800","4.09","44600","46250","44050","21138016","966296342038","273714529917500","5969782550"
"2019/03/20","44050","150","0.34","43800","44200","43100","9846242","429486262650","262968921327500","5969782550"
"2019/03/19","43900","200","0.46","43750","43900","43550","7609563","333042841600","262073453945000","5969782550"
"2019/03/18","43700","-500","-1.13","43950","44150","43450","8188876","357784123950","260879497435000","5969782550"
"2019/03/15","44200","350","0.80","43800","44250","43700","16814163","740350091250","263864388710000","5969782550"
"2019/03/14","43850","0","0.00","43700","44300","43550","18039161","789951149450","261774964817500","5969782550"
"2019/03/13","43850","-800","-1.79","44250","44450","43700","8108343","356447378500","261774964817500","5969782550"
"2019/03/12","44650","1000","2.29","44300","44950","44150","11431977","508997113650","266550790857500","5969782550"
"2019/03/11","43650","-150","-0.34","44400","44450","43650","10717408","471357939175","260581008307500","5969782550"
"2019/03/08","43800","-650","-1.46","44450","44800","43800","7729069","340351298588","261476475690000","5969782550"
"2019/03/07","44450","450","1.02","43400","44950","43400","11049749","490121520107","265356834347500","5969782550"
"2019/03/06","44000","-250","-0.56","44000","44300","43700","10202544","447977041138","262670432200000","5969782550"
"2019/03/05","44250","-600","-1.34","44600","45100","44150","10612405","471638443200","264162877837500","5969782550"
"2019/03/04","44850","-250","-0.55","46000","46100","44800","12926539","585692172641","267744747367500","5969782550"
"2019/02/28","45100","-1650","-3.53","46400","46500","45100","23569321","1073228686350","269237193005000","5969782550"
"2019/02/27","46750","0","0.00","47000","47250","46750","8045211","377808474774","279087334212500","5969782550"
"2019/02/26","46750","-600","-1.27","47350","47450","46500","7985547","374675186100","279087334212500","5969782550"
"2019/02/25","47350","200","0.42","47400","47550","47050","7484716","354011544900","282669203742500","5969782550"
"2019/02/22","47150","200","0.43","46500","47150","46450","6895772","322775255100","281475247232500","5969782550"
"2019/02/21","46950","50","0.11","46500","47200","46200","8694009","406411552100","280281290722500","5969782550"
"2019/02/20","46900","950","2.07","46750","47100","46500","11506720","538847352577","279982801595000","5969782550"
"2019/02/19","45950","-250","-0.54","45850","46150","45450","6741395","309243749000","274311508172500","5969782550"
"2019/02/18","46200","150","0.33","46500","46850","45850","8183728","379385585300","275803953810000","5969782550"
"2019/02/15","46050","-1450","-3.05","46750","46850","45650","10554643","487928325500","274908486427500","5969782550"
"2019/02/14","47500","1300","2.81","46600","47500","46150","17259341","808870207486","283564671125000","5969782550"
"2019/02/13","46200","150","0.33","46400","46700","46000","11299738","522769115550","275803953810000","5969782550"
"2019/02/12","46050","1050","2.33","44650","46250","44650","13184367","604234331980","274908486427500","5969782550"
"2019/02/11","45000","200","0.45","44500","45000","44250","11125044","496105674534","268640214750000","5969782550"
"2019/02/08","44800","-1400","-3.03","45700","45700","44650","12689196","571010653800","267446258240000","5969782550"
"2019/02/07","46200","-150","-0.32","46800","47100","46200","15872001","739207112566","275803953810000","5969782550"
"2019/02/01","46350","200","0.43","46650","46950","46250","13832454","644179617419","276699421192500","5969782550"
"2019/01/31","46150","-250","-0.54","46650","47050","46150","21621145","1007418016957","275505464682500","5969782550"
"2019/01/30","46400","900","1.98","44800","46400","44800","17505980","802319669700","276997910320000","5969782550"
"2019/01/29","45500","450","1.00","45050","45500","44350","16215017","729601104797","271625106025000","5969782550"
"2019/01/28","45050","300","0.67","45000","45500","44600","17998914","812165597086","268938703877500","5969782550"
"2019/01/25","44750","1700","3.95","44300","44750","43750","22789395","1009867914800","267147769112500","5969782550"
"2019/01/24","43050","1050","2.50","43050","43100","42350","14747623","632002060800","256999138777500","5969782550"
"2019/01/23","42000","-150","-0.36","41350","42250","41350","11071079","463297064600","250730867100000","5969782550"
"2019/01/22","42150","-600","-1.40","42750","42850","41850","9964356","420046904750","251626334482500","5969782550"
"2019/01/21","42750","450","1.06","42700","42750","41900","11355701","482175851350","255208204012500","5969782550"
"2019/01/18","42300","350","0.83","42000","42400","41950","11029256","465779014650","252521801865000","5969782550"
"2019/01/17","41950","500","1.21","41700","42100","41450","11736903","491376805142","250432377972500","5969782550"
"2019/01/16","41450","350","0.85","41150","41450","40700","8491595","349967824950","247447486697500","5969782550"
"2019/01/15","41100","1050","2.62","40050","41100","39850","11492756","468237873750","245358062805000","5969782550"
"2019/01/14","40050","-450","-1.11","40450","40700","39850","11984996","481959001650","239089791127500","5969782550"
"2019/01/11","40500","700","1.76","40350","40550","39950","11661063","470286278900","241776193275000","5969782550"
"2019/01/10","39800","200","0.51","40000","40150","39600","14731699","587063456542","237597345490000","5969782550"
"2019/01/09","39600","1500","3.94","38650","39600","38300","17452708","683003582870","236403388980000","5969782550"
"2019/01/08","38100","-650","-1.68","38000","39200","37950","12756554","491578269750","227448715155000","5969782550"
"2019/01/07","38750","1300","3.47","38000","38900","37800","12748997","490833164150","231329073812500","5969782550"
"2019/01/04","37450","-150","-0.40","37450","37600","36850","14108958","525403005097","223568356497500","5969782550"
"2019/01/03","37600","-1150","-2.97","38300","38550","37450","12471493","472966535350","224463823880000","5969782550"
"2019/01/02","38750","50","0.13","39400","39400","38550","7847664","304682623050","231329073812500","5969782550"
"2018/12/28","38700","450","1.18","38250","38900","38200","9900267","382575637240","231030584685000","5969782550"
"2018/12/27","38250","-100","-0.26","38700","38800","38100","10510643","403520824950","228344182537500","5969782550"
"2018/12/26","38350","-450","-1.16","38400","38750","38300","12707675","488546395500","228941160792500","5969782550"
"2018/12/24","38800","150","0.39","38500","39050","38300","9729530","376007004600","231627562940000","5969782550"
"2018/12/21","38650","0","0.00","38200","38650","38100","14947080","575188706454","230732095557500","5969782550"
"2018/12/20","38650","-450","-1.15","38600","39100","38500","11937617","462009678419","230732095557500","5969782550"
"2018/12/19","39100","200","0.51","38900","39350","38850","9942037","388002233278","233418497705000","5969782550"
"2018/12/18","38900","-250","-0.64","38300","39200","38300","11042101","429736490346","232224541195000","5969782550"
"2018/12/17","39150","200","0.51","38650","39600","38650","11532968","452402501320","233716986832500","5969782550"
"2018/12/14","38950","-1050","-2.63","40200","40200","38700","19671783","768559029290","232523030322500","5969782550"
"2018/12/13","40000","-450","-1.11","40650","40750","40000","26254646","1054672523100","238791302000000","5969782550"
"2018/12/12","40450","200","0.50","40250","40700","40150","12024279","486186060392","241477704147500","5969782550"
"2018/12/11","40250","50","0.12","40600","40700","40200","10638766","429054464300","258377819175000","6419324700"
"2018/12/10","40200","-750","-1.83","40450","40650","40000","14892263","598916715336","258056852940000","6419324700"
"2018/12/07","40950","450","1.11","40900","41400","40850","11433083","469836158250","262871346465000","6419324700"
"2018/12/06","40500","-950","-2.29","40600","41100","40450","14251826","579350131900","259982650350000","6419324700"
"2018/12/05","41450","-700","-1.66","40900","41750","40850","12631983","522454917535","266081008815000","6419324700"
"2018/12/04","42150","-1100","-2.54","42650","42900","41900","14347746","605987183391","270574536105000","6419324700"
"2018/12/03","43250","1400","3.35","42750","43400","42400","12110702","521013724675","277635793275000","6419324700"
"2018/11/30","41850","-1300","-3.01","43450","44000","41750","19775519","838775278782","268648738695000","6419324700"
"2018/11/29","43150","0","0.00","43850","43850","42900","8473511","367283420273","276993860805000","6419324700"
"2018/11/28","43150","100","0.23","42800","43200","42750","6943099","298451186806","276993860805000","6419324700"
"2018/11/27","43050","450","1.06","42900","43100","42500","8367091","358411353235","276351928335000","6419324700"
"2018/11/26","42600","200","0.47","42150","42800","42100","6613009","281292956782","273463232220000","6419324700"
"2018/11/23","42400","-50","-0.12","42450","42600","41900","5192638","219016162650","272179367280000","6419324700"
"2018/11/22","42450","350","0.83","42000","42650","42000","5970796","253026136500","272500333515000","6419324700"
